Date	Home-Team	Away-Team	For	Against	Attendance	Competition	Comp	Comments	Referee	Awarded	Round	Period	
3/19/2011	FC Dallas 96	Chicago Fire	1	1	20,145	League Game	LGE			As Scored	0	0	
3/19/2011	Houston Dynamo	Philadephia Union	0	1	19,385	League Game	LGE			As Scored	0	0	
3/19/2011	New York Red Bulls	Seattle Sounders	1	0	20,982	League Game	LGE			As Scored	0	0	
3/19/2011	San Jose Earthquakes	Real Salt Lake	0	1	10,525	League Game	LGE			As Scored	0	0	
3/19/2011	Vancouver Whitecaps	Toronto FC	4	2	22,592	League Game	LGE			As Scored	0	0	
3/20/2011	D.C. United	Columbus Crew	3	2	100	MLS Reserve League	ResL			As Scored	0	0	
3/20/2011	Los Angeles Galaxy	New England Revolution	1	1	27,000	League Game	LGE			As Scored	0	0	
3/20/2011	Bodden Town FC - Cayman Island	River Plate Puerto Rico	1	0	275	CFU Club Championship	CFU			As Scored	0	0	
3/22/2011	San Jose Earthquakes	Vancouver Whitecaps	2	1	100	MLS Reserve League	ResL			As Scored	0	0	
3/24/2011	Tigres UANL - Mexico	FC Dallas 96	2	1	100	Rio Grande Plate	RGP			As Scored	0	0	
3/25/2011	Seattle Sounders	Houston Dynamo	1	1	36,204	League Game	LGE			As Scored	0	0	
3/26/2011	CD Chivas USA	Colorado Rapids	0	1	13,027	League Game	LGE			As Scored	0	0	
3/26/2011	Chicago Fire	Sporting Kansas City	3	2	12,157	League Game	LGE			As Scored	0	0	
3/26/2011	Columbus Crew	New York Red Bulls	0	0	10,306	League Game	LGE			As Scored	0	0	
3/26/2011	FC Dallas 96	San Jose Earthquakes	0	2	11,022	League Game	LGE			As Scored	0	0	
3/26/2011	New England Revolution	D.C. United	2	1	12,914	League Game	LGE			As Scored	0	0	
3/26/2011	New England Revolution	D.C. United	1	4	100	MLS Reserve League	ResL			As Scored	0	0	
3/26/2011	Philadephia Union	Vancouver Whitecaps	1	0	18,591	League Game	LGE			As Scored	0	0	
3/26/2011	Real Salt Lake	Los Angeles Galaxy	4	1	20,507	League Game	LGE			As Scored	0	0	
3/26/2011	Toronto FC	Portland Timbers	2	0	20,086	League Game	LGE			As Scored	0	0	
3/26/2011	U.S. USNT	Argentina	1	1	78,936	Friendly	FDLY			As Scored	0	0	
3/28/2011	Sporting Kansas City	Kansas City Brass	2	3	100	Friendly	FDLY			As Scored	0	0	
3/29/2011	Portland Timbers	CD Chivas USA	2	0	5,061	US Open Cup	USOC			As Scored	0	0	
3/29/2011	Real Salt Lake	FC Dallas 96	0	2	100	MLS Reserve League	ResL			As Scored	0	0	
3/29/2011	Suriname	U.S. U-20 MNT	0	4	3,736	CONCACAF U20 Championship	CU20			As Scored	0	0	
3/29/2011	U.S. USNT	Paraguay	0	1	29,059	Friendly	FDLY			As Scored	0	0	
3/30/2011	Chicago Fire	Colorado Rapids	2	1	100	US Open Cup	USOC			As Scored	0	0	
4/1/2011	Columbus Crew	FC Dallas 96	2	0	14,549	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/2/2011	Los Angeles Galaxy	Philadephia Union	1	0	24,998	League Game	LGE		Ward, Paul	As Scored	0	0	
4/2/2011	New England Revolution	Portland Timbers	1	1	7,114	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/2/2011	New York Red Bulls	Houston Dynamo	1	1	13,664	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
4/2/2011	Richmond Kickers	Orlando City	2	0	1,650	League Game	LGE		Gorak, Mark	As Scored	0	0	
4/2/2011	San Jose Earthquakes	Seattle Sounders	2	2	10,276	League Game	LGE		Jurisevic, Edvin	As Scored	0	0	
4/2/2011	Sevilla FC Puerto Rico	River Plate Puerto Rico	2	2	315	League Game	LGE		Santos, Javier	As Scored	0	0	
4/2/2011	Toronto FC	CD Chivas USA	1	1	18,968	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/2/2011	Vancouver Whitecaps	Sporting Kansas City	3	3	20,518	League Game	LGE		Petrescu, Silviu	As Scored	0	0	
4/2/2011	Panama	U.S. U-20 MNT	0	2	100	CONCACAF U20 Championship	CU20			As Scored	0	0	
4/3/2011	Colorado Rapids	D.C. United	4	1	9,857	League Game	LGE		Bazakos, Elias	As Scored	0	0	
4/3/2011	San Jose Earthquakes	Seattle Sounders	0	1	100	MLS Reserve League	ResL			As Scored	0	0	
4/5/2011	Deportivo Saprissa -Costa Rica	Real Salt Lake	2	1	100	CONCACAF Champions League	CCL			As Scored	0	0	
4/6/2011	D.C. United	Philadephia Union	2	2	100	US Open Cup	USOC		Chapin, Andrew	Awarded on Penalties	0	0	
4/6/2011	Houston Dynamo	Sporting Kansas City	0	1	2,383	US Open Cup	USOC		Elfath, Ismail	As Scored	0	0	
4/6/2011	Vancouver Whitecaps	New England Revolution	1	1	19,396	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/6/2011	Guatemala	U.S. U-20 MNT	2	1	13,805	CONCACAF U20 Championship	CU20			As Scored	0	0	
4/8/2011	FC Dallas 96	Colorado Rapids	3	0	12,261	League Game	LGE		Ward, Paul	As Scored	0	0	
4/9/2011	Atlanta Silverbacks	NSC Minnesota Stars	1	2	3,543	League Game	LGE			As Scored	0	0	
4/9/2011	Carolina RailHawks	Puerto Rico Islanders	1	2	2,106	League Game	LGE			As Scored	0	0	
4/9/2011	CD Chivas USA	Columbus Crew	0	0	13,385	League Game	LGE		Reyes, Yader	As Scored	0	0	
4/9/2011	Charleston Battery	Charlotte Eagles	1	0	4,083	League Game	LGE		Banning, Sky Arthur	As Scored	0	0	
4/9/2011	D.C. United	Los Angeles Galaxy	1	1	26,622	League Game	LGE		Okulaja, Abiodun	As Scored	0	0	
4/9/2011	FC Dallas 96	Colorado Rapids	1	0	100	MLS Reserve League	ResL		Galvan, Fernando	As Scored	0	0	
4/9/2011	Ft. Lauderdale Strikers	FC Edmonton	1	2	6,402	League Game	LGE	6402		As Scored	0	0	
4/9/2011	New England Revolution	Real Salt Lake	0	2	7,970	League Game	LGE		Anno, Jasen	As Scored	0	0	
4/9/2011	Orlando City	FC New York	3	0	7,933	League Game	LGE		Iturriaga, Fernando	As Scored	0	0	
4/9/2011	Philadephia Union	New York Red Bulls	1	0	19,027	League Game	LGE		Prus, Alex	As Scored	0	0	
4/9/2011	Richmond Kickers	Pittsburgh Riverhounds	2	1	1,385	League Game	LGE		Andrews, Mike	As Scored	0	0	
4/9/2011	San Jose Earthquakes	Toronto FC	1	1	8,928	League Game	LGE		Hernandez, Ramon	As Scored	0	0	
4/9/2011	Seattle Sounders	Chicago Fire	2	1	36,223	League Game	LGE		Grajeda, Hilario	As Scored	0	0	
4/9/2011	Tampa Bay Rowdies	Montreal Impact	1	0	4,161	League Game	LGE			As Scored	0	0	
4/10/2011	Houston Dynamo	Vancouver Whitecaps	3	1	12,047	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/10/2011	Philadephia Union	New York Red Bulls	0	0	100	MLS Reserve League	ResL			As Scored	0	0	
4/10/2011	Puerto Rico United	Sevilla FC Puerto Rico	1	1	105	League Game	LGE		Perez, Juan	As Scored	0	0	
4/11/2011	Houston Dynamo	Sporting Kansas City	1	0	100	MLS Reserve League	ResL			As Scored	0	0	
4/12/2011	Los Angeles Blues	CD Chivas USA	0	2	100	Friendly	FDLY			As Scored	0	0	
4/13/2011	Real Salt Lake	Colorado Rapids	1	0	15,513	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
4/13/2011	Toronto FC	Los Angeles Galaxy	0	0	22,453	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/14/2011	Portland Timbers	Chicago Fire	4	2	18,627	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
4/14/2011	Real Salt Lake	Colorado Rapids	2	0	100	MLS Reserve League	ResL			As Scored	0	0	
4/15/2011	Ft. Lauderdale Strikers	NSC Minnesota Stars	1	1	4,442	League Game	LGE	4442		As Scored	0	0	
4/15/2011	Richmond Kickers	Rochester Rhinos	1	0	2,049	League Game	LGE		Fitch, Shawn	As Scored	0	0	
4/15/2011	Sevilla FC Puerto Rico	Los Angeles Blues	0	3	100	League Game	LGE			As Scored	0	0	
4/15/2011	Alpha United - Guyana	River Plate Puerto Rico	0	0	500	CFU Club Championship	CFU			As Scored	0	0	
4/16/2011	Atlanta Silverbacks	FC Edmonton	0	1	3,161	League Game	LGE	3161		As Scored	0	0	
4/16/2011	Carolina RailHawks	Montreal Impact	2	1	1,219	League Game	LGE			As Scored	0	0	
4/16/2011	Charlotte Eagles	Orlando City	0	1	854	League Game	LGE		Agbeko, Justus	As Scored	0	0	
4/16/2011	Columbus Crew	Sporting Kansas City	1	0	7,695	League Game	LGE		Guzman, Juan	As Scored	0	0	
4/16/2011	Dayton Dutch Lions	Charleston Battery	1	2	1,044	League Game	LGE		Maier, Britton	As Scored	0	0	
4/16/2011	New York Red Bulls	San Jose Earthquakes	3	0	14,308	League Game	LGE		Penso, Chris	As Scored	0	0	
4/16/2011	Philadephia Union	Seattle Sounders	1	1	15,149	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/16/2011	Toronto FC	D.C. United	0	3	16,313	League Game	LGE		Kadlecik, Mark	As Scored	0	0	
4/16/2011	Vancouver Whitecaps	CD Chivas USA	0	0	20,809	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
4/16/2011	Wilmington Hammerheads	Rochester Rhinos	1	0	1,924	League Game	LGE		Burak, Daniel	As Scored	0	0	
4/17/2011	Antigua Barracuda FC	Los Angeles Blues	1	2	6,000	League Game	LGE		Willett, Brian	As Scored	0	0	
4/17/2011	Chicago Fire	Los Angeles Galaxy	1	2	18,203	League Game	LGE		Bratsis, Niko	As Scored	0	0	
4/17/2011	Houston Dynamo	New England Revolution	1	0	15,176	League Game	LGE		Prus, Alex	As Scored	0	0	
4/17/2011	Portland Timbers	FC Dallas 96	3	2	18,627	League Game	LGE		Geiger, Mark	As Scored	0	0	
4/17/2011	River Plate Puerto Rico	Alpha United - Guyana	2	3	500	CFU Club Championship	CFU			As Scored	0	0	
4/17/2011	Tampa Bay Rowdies	Puerto Rico Islanders	0	2	2,913	League Game	LGE			As Scored	0	0	
4/17/2011	Vancouver Whitecaps	CD Chivas USA	1	1	100	MLS Reserve League	ResL			As Scored	0	0	
4/20/2011	Carolina RailHawks	FC Edmonton	2	0	1,181	League Game	LGE			As Scored	0	0	
4/20/2011	Puerto Rico United	Los Angeles Blues	2	4	102	League Game	LGE		Lebron, Jesus	As Scored	0	0	
4/20/2011	Monterrey - Mexico	Real Salt Lake	2	2	31,000	CONCACAF Champions League	CCL			As Scored	0	0	
4/21/2011	Antigua Barracuda FC	Sevilla FC Puerto Rico	0	1	100	League Game	LGE		Charles, Curtis	As Scored	0	0	
4/21/2011	D.C. United	New York Red Bulls	0	4	18,052	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
4/21/2011	U.S. U-17 MNT 95	France	1	2	0	Mondial Minimes Fra	MMF			As Scored	0	0	
4/22/2011	Colorado Rapids	Seattle Sounders	0	1	14,185	League Game	LGE		Petrescu, Silviu	As Scored	0	0	
4/22/2011	Orlando City	Puerto Rico United	2	2	7,279	League Game	LGE		Joyner, Robert	As Scored	0	0	
4/23/2011	Antigua Barracuda FC	Sevilla FC Puerto Rico	3	2	100	League Game	LGE		Walsh, Audwin	As Scored	0	0	
4/23/2011	Atlanta Silverbacks	Ft. Lauderdale Strikers	1	2	3,327	League Game	LGE			As Scored	0	0	
4/23/2011	Charlotte Eagles	FC New York	0	0	1,076	League Game	LGE		Burak, Daniel	As Scored	0	0	
4/23/2011	Chicago Fire	Houston Dynamo	1	1	12,473	League Game	LGE		Geiger, Mark	As Scored	0	0	
4/23/2011	Dayton Dutch Lions	Rochester Rhinos	2	3	625	League Game	LGE		Basu, Sandio	As Scored	0	0	
4/23/2011	Los Angeles Galaxy	Portland Timbers	3	0	23,719	League Game	LGE		Hernandez, Ramon	As Scored	0	0	
4/23/2011	Montreal Impact	Tampa Bay Rowdies	0	0	12,060	League Game	LGE		Fischer, Drew	As Scored	0	0	
4/23/2011	New England Revolution	Sporting Kansas City	3	2	11,414	League Game	LGE		Jurisevic, Edvin	As Scored	0	0	
4/23/2011	Pittsburgh Riverhounds	Harrisburg City Islanders	1	0	1,004	League Game	LGE		Stoica, Sorin	As Scored	0	0	
4/23/2011	Richmond Kickers	Charleston Battery	2	1	1,833	League Game	LGE		Papperman, Shaun	As Scored	0	0	
4/23/2011	River Plate Puerto Rico	Los Angeles Blues	1	1	128	League Game	LGE		Perez, Juan	As Scored	0	0	
4/23/2011	San Jose Earthquakes	CD Chivas USA	1	2	10,525	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/23/2011	Toronto FC	Columbus Crew	1	2	100	MLS Reserve League	ResL			As Scored	0	0	
4/23/2011	Toronto FC	Columbus Crew	1	1	20,145	League Game	LGE		Gantar, David	As Scored	0	0	
4/23/2011	Vancouver Whitecaps	FC Dallas 96	1	2	21,000	League Game	LGE		Guzman, Juan	As Scored	0	0	
4/23/2011	U.S. U-17 MNT 95	Japan	1	2	0	Mondial Minimes Fra	MMF			As Scored	0	0	
4/24/2011	Chicago Fire	Houston Dynamo	3	0	100	MLS Reserve League	ResL		Panduro Jr, Miguel	As Scored	0	0	
4/24/2011	Los Angeles Galaxy	Portland Timbers	1	3	100	MLS Reserve League	ResL		Mariscal, Alejandro	As Scored	0	0	
4/24/2011	San Jose Earthquakes	CD Chivas USA	3	1	100	MLS Reserve League	ResL			As Scored	0	0	
4/25/2011	U.S. U-17 MNT 95	Uruguay	4	1	0	Mondial Minimes Fra	MMF			As Scored	0	0	
4/26/2011	D.C. United	New England Revolution	2	3	1,843	US Open Cup	USOC			As Scored	0	0	
4/26/2011	Puerto Rico Islanders	NSC Minnesota Stars	3	1	2,682	League Game	LGE			As Scored	0	0	
4/27/2011	FC Edmonton	Toronto FC	0	3	5,781	Canadian Championship	CanC			As Scored	0	0	
4/27/2011	Montreal Impact	Vancouver Whitecaps	0	1	8,412	Canadian Championship	CanC			As Scored	0	0	
4/27/2011	Puerto Rico United	Antigua Barracuda FC	0	7	100	League Game	LGE			As Scored	0	0	
4/27/2011	Mexico	U.S. U-17 MNT	2	0	100	Friendly	FDLY			As Scored	0	0	
4/29/2011	Charlotte Eagles	Charleston Battery	1	2	938	League Game	LGE		Marion, Brandon	As Scored	0	0	
4/29/2011	Houston Dynamo	D.C. United	4	1	20,577	League Game	LGE		Anno, Jasen	As Scored	0	0	
4/29/2011	Puerto Rico Islanders	Ft. Lauderdale Strikers	2	2	2,692	League Game	LGE			As Scored	0	0	
4/29/2011	River Plate Puerto Rico	Antigua Barracuda FC	0	1	127	League Game	LGE		Lebron, Jesus	As Scored	0	0	
4/29/2011	Sevilla FC Puerto Rico	Puerto Rico United	2	3	101	League Game	LGE		Anderson, William	As Scored	0	0	
4/29/2011	Wilmington Hammerheads	Pittsburgh Riverhounds	3	1	2,984	League Game	LGE		Agbeko, Justus	As Scored	0	0	
4/30/2011	CD Chivas USA	New England Revolution	3	0	14,058	League Game	LGE		Kadlecik, Mark	As Scored	0	0	
4/30/2011	Charleston Battery	Pittsburgh Riverhounds	0	0	4,079	League Game	LGE		Fitzgerald, Daniel	As Scored	0	0	
4/30/2011	Colorado Rapids	Chicago Fire	1	1	11,789	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
4/30/2011	Columbus Crew	Vancouver Whitecaps	2	1	11,298	League Game	LGE		Vaughn, Terry	As Scored	0	0	
4/30/2011	Dayton Dutch Lions	Richmond Kickers	0	6	600	League Game	LGE		Brooks, Josh	As Scored	0	0	
4/30/2011	FC New York	Orlando City	1	2	2,011	League Game	LGE			As Scored	0	0	
4/30/2011	New York Red Bulls	Sporting Kansas City	1	0	20,636	League Game	LGE		Chapin, Andrew	As Scored	0	0	
4/30/2011	NSC Minnesota Stars	Carolina RailHawks	1	1	1,431	League Game	LGE			As Scored	0	0	
4/30/2011	Philadephia Union	San Jose Earthquakes	1	0	18,279	League Game	LGE		Geiger, Mark	As Scored	0	0	
4/30/2011	Portland Timbers	Real Salt Lake	1	0	18,627	League Game	LGE		Marrufo, Jair	As Scored	0	0	
4/30/2011	Seattle Sounders	Toronto FC	3	0	36,287	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
4/30/2011	Tampa Bay Rowdies	Atlanta Silverbacks	1	1	3,021	League Game	LGE			As Scored	0	0	
5/1/2011	Colorado Rapids	Chicago Fire	1	2	100	MLS Reserve League	ResL		Rivero, Jose Carlos	As Scored	0	0	
5/1/2011	FC Dallas 96	Los Angeles Galaxy	2	1	21,867	League Game	LGE		Prus, Alex	As Scored	0	0	
5/1/2011	FC Edmonton	Montreal Impact	0	5	2,651	League Game	LGE			As Scored	0	0	
5/1/2011	Los Angeles Blues	Antigua Barracuda FC	0	1	696	League Game	LGE		Berenji, Magic	As Scored	0	0	
5/1/2011	Mexico	U.S. U-17 MNT	1	0	100	Friendly	FDLY			As Scored	0	0	
5/3/2011	CD Chivas USA	Los Angeles Galaxy	3	1	100	MLS Reserve League	ResL		Berenji, Magic	As Scored	0	0	
5/3/2011	Sporting Kansas City	Real Salt Lake	2	0	100	MLS Reserve League	ResL			As Scored	0	0	
5/4/2011	D.C. United	Seattle Sounders	2	1	11,254	League Game	LGE		Grajeda, Hilario	As Scored	0	0	
5/4/2011	Houston Dynamo	Colorado Rapids	1	2	13,206	League Game	LGE		Vaughn, Terry	As Scored	0	0	
5/4/2011	Toronto FC	FC Edmonton	1	0	17,937	Canadian Championship	CanC		Navarro, Mauricio	As Scored	0	0	
5/4/2011	Vancouver Whitecaps	Montreal Impact	1	1	16,611	Canadian Championship	CanC		Gantar, Dave	As Scored	0	0	
5/6/2011	Antigua Barracuda FC	River Plate Puerto Rico	2	0	2,000	League Game	LGE		Willet, Bryan	As Scored	0	0	
5/6/2011	Pittsburgh Riverhounds	Charleston Battery	0	0	624	League Game	LGE		Douglass, John	As Scored	0	0	
5/6/2011	Portland Timbers	Philadephia Union	1	0	18,627	League Game	LGE		Petrescu, Silviu	As Scored	0	0	
5/7/2011	Atlanta Silverbacks	FC Edmonton	0	2	2,433	League Game	LGE			As Scored	0	0	
5/7/2011	Chicago Fire	Vancouver Whitecaps	0	0	11,680	League Game	LGE		Chapin, Andrew	As Scored	0	0	
5/7/2011	Columbus Crew	Seattle Sounders	1	1	7,148	League Game	LGE		Kadlecik, Mark	As Scored	0	0	
5/7/2011	D.C. United	FC Dallas 96	0	0	11,504	League Game	LGE		Toledo, Baldomero	As Scored	0	0	
5/7/2011	Dayton Dutch Lions	Orlando City	0	1	100	League Game	LGE		Rinkenberger, Brandon	As Scored	0	0	
5/7/2011	FC New York	Harrisburg City Islanders	1	1	100	League Game	LGE		Sibiger, Robert	As Scored	0	0	
5/7/2011	Los Angeles Galaxy	New York Red Bulls	1	1	27,000	League Game	LGE		Jurisevic, Edvin	As Scored	0	0	
5/7/2011	New England Revolution	Colorado Rapids	0	0	11,755	League Game	LGE		Gantar, David	As Scored	0	0	
5/7/2011	NSC Minnesota Stars	Ft. Lauderdale Strikers	1	1	1,672	League Game	LGE			As Scored	0	0	
5/7/2011	Real Salt Lake	CD Chivas USA	1	0	14,313	League Game	LGE		Ward, Paul	As Scored	0	0	
5/7/2011	Richmond Kickers	Wilmington Hammerheads	2	1	2,006	League Game	LGE		Gorak, Mark	As Scored	0	0	
5/7/2011	Rochester Rhinos	Charleston Battery	1	0	5,958	League Game	LGE		Evangelos, Andrew	As Scored	0	0	
5/7/2011	Tampa Bay Rowdies	Carolina RailHawks	1	3	3,325	League Game	LGE			As Scored	0	0	
5/7/2011	Toronto FC	Houston Dynamo	2	1	20,259	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
5/7/2011	WBC - Suriname	Puerto Rico Islanders	1	1	100	CFU Club Championship	CFU			As Scored	0	0	
5/8/2011	Antigua Barracuda FC	River Plate Puerto Rico	1	0	1,200	League Game	LGE		Charles, Curtis	As Scored	0	0	
5/9/2011	Columbus Crew	New England Revolution	1	0	100	MLS Reserve League	ResL		Stoica, Sorin	As Scored	0	0	
5/9/2011	Seattle Sounders	CD Chivas USA	3	2	100	MLS Reserve League	ResL			As Scored	0	0	
5/10/2011	Harrisburg City Islanders	Rochester Rhinos	1	0	1,393	League Game	LGE		Nagle, Stan	As Scored	0	0	
5/10/2011	Croatia	U.S. U-15 BNT	1	4	100	Friendly	FDLY			As Scored	0	0	
5/11/2011	Carolina RailHawks	Ft. Lauderdale Strikers	4	2	2,109	League Game	LGE			As Scored	0	0	
5/11/2011	FC Dallas 96	Toronto FC	1	0	8,145	League Game	LGE		Reyes, Yader	As Scored	0	0	
5/11/2011	Philadephia Union	Los Angeles Galaxy	1	1	19,178	League Game	LGE		Chapin, Andrew	As Scored	0	0	
5/11/2011	Tampa Bay Rowdies	FC Edmonton	1	1	1,775	League Game	LGE			As Scored	0	0	
5/11/2011	Vancouver Whitecaps	San Jose Earthquakes	1	1	15,608	League Game	LGE		Salazar, Ricardo	As Scored	0	0	
5/12/2011	Los Angeles Blues	Charlotte Eagles	2	1	100	League Game	LGE		Mariscal, Felisha	As Scored	0	0	
5/12/2011	Croatia	U.S. U-15 BNT	2	1	100	Friendly	FDLY			As Scored	0	0	
5/13/2011	Charleston Battery	FC New York	0	1	3,328	League Game	LGE		Joyner, Robert	As Scored	0	0	
5/13/2011	Vancouver Whitecaps Residency	Abbotsford Mariners	2	1	177	League Game	LGE		Ruch, Alain	As Scored	0	0	
5/14/2011	Akron Summit Assault	Chicago Fire Premier	0	2	215	League Game	LGE		Farmer, Michael	As Scored	0	0	
5/14/2011	D.C. United	Colorado Rapids	1	1	12,499	League Game	LGE		Vaughn, Terry	As Scored	0	0	
5/14/2011	FC Dallas 96	Philadephia Union	2	0	12,109	League Game	LGE		Anno, Jasen	As Scored	0	0	
5/14/2011	Harrisburg City Islanders	Richmond Kickers	1	1	1,424	League Game	LGE		Bongaardt, Ian	As Scored	0	0	
5/14/2011	Los Angeles Blues	Charlotte Eagles	1	2	623	League Game	LGE		Christy, Reed	As Scored	0	0	
5/14/2011	Los Angeles Galaxy	Sporting Kansas City	4	1	19,763	League Game	LGE			As Scored	0	0	
5/14/2011	Montreal Impact	Carolina RailHawks	1	2	11,907	League Game	LGE			As Scored	0	0	
5/14/2011	New England Revolution	Vancouver Whitecaps	1	0	14,186	League Game	LGE		Penso, Chris	As Scored	0	0	
5/14/2011	NSC Minnesota Stars	Atlanta Silverbacks	3	0	963	League Game	LGE			As Scored	0	0	
5/14/2011	Orlando City	Pittsburgh Riverhounds	1	0	5,876	League Game	LGE		Minasola, Agostino	As Scored	0	0	
5/14/2011	Puerto Rico Islanders	WBC - Suriname	7	0	500	CFU Club Championship	CFU			As Scored	0	0	
5/14/2011	Real Salt Lake	Houston Dynamo	0	1	100	MLS Reserve League	ResL		Declouet, Mark	As Scored	0	0	
5/14/2011	Real Salt Lake	Houston Dynamo	0	0	16,301	League Game	LGE		Okulaja, Abiodun	As Scored	0	0	
5/14/2011	Rochester Rhinos	Antigua Barracuda FC	2	0	4,136	League Game	LGE		Douglass, John	As Scored	0	0	
5/14/2011	San Jose Earthquakes	Columbus Crew	3	0	9,142	League Game	LGE		Gonzalez, Jorge	As Scored	0	0	
5/14/2011	Seattle Sounders	Portland Timbers	1	1	36,593	League Game	LGE		Marrufo, Jair	As Scored	0	0	
5/14/2011	Toronto FC	Chicago Fire	2	2	18,674	League Game	LGE		Bazakos, Elias	As Scored	0	0	
5/14/2011	Wilmington Hammerheads	FC New York	3	1	4,279	League Game	LGE		Marion, Brandon	As Scored	0	0	
5/15/2011	Abbotsford Mariners	Victoria Highlanders	0	0	118	League Game	LGE		Jang, Chung Joo	As Scored	0	0	
5/15/2011	New York Red Bulls	CD Chivas USA	2	3	16,365	League Game	LGE		Prus, Alex	As Scored	0	0	
5/15/2011	Seattle Sounders	Portland Timbers	3	2	100	MLS Reserve League	ResL			As Scored	0	0	
5/16/2011	Philadephia Union	D.C. United	0	1	100	MLS Reserve League	ResL			As Scored	0	0	
5/17/2011	Chicago Fire	Sporting Kansas City	1	1	100	MLS Reserve League	ResL			As Scored	0	0	
5/17/2011	Cincinnati Kings	Akron Summit Assault	2	2	506	League Game	LGE		Maier, Britton	As Scored	0	0	
5/17/2011	France	U.S. U-20 MNT	3	3	100	Friendly	FDLY			As Scored	0	0	
5/18/2011	NSC Minnesota Stars	Puerto Rico Islanders	2	0	1,030	League Game	LGE			As Scored	0	0	
5/18/2011	Vancouver Whitecaps	Toronto FC	1	1	15,474	Canadian Championship	CanC		Petrescu, Silviu	As Scored	0	0	
5/19/2011	River City Rovers	Akron Summit Assault	0	0	650	League Game	LGE		Hernandez, Aaron	As Scored	0	0	
5/19/2011	West Texas United Sockers	Baton Rouge Capitals	2	1	1,688	League Game	LGE		Harlett, Tom	As Scored	0	0	
5/20/2011	Charlotte Eagles	Antigua Barracuda FC	2	0	963	League Game	LGE		Burak, Daniel	As Scored	0	0	
5/20/2011	Dayton Dutch Lions	Los Angeles Blues	1	1	450	League Game	LGE		Hernandez, Aaron	As Scored	0	0	
5/20/2011	Rochester Rhinos	Orlando City	0	0	4,064	League Game	LGE		Radford, Daniel	As Scored	0	0	
5/20/2011	France	U.S. U-20 MNT	2	1	100	Friendly	FDLY			As Scored	0	0	
5/21/2011	Atlanta Silverbacks	Ft. Lauderdale Strikers	0	0	2,764	League Game	LGE			As Scored	0	0	
5/21/2011	Carolina RailHawks	Puerto Rico Islanders	0	0	3,498	League Game	LGE			As Scored	0	0	
5/21/2011	CD Chivas USA	Los Angeles Galaxy	0	1	27,000	League Game	LGE		Marrufo, Jair	As Scored	0	0	
