Player	Team-For	Home-Team	Away-Team	Date	Goal-Time	Goal-Type	Comp	Assist	Assist2	
Child, Edward (Eddie)	Cincinnati Riverhawks	Charlotte Eagles	Cincinnati Riverhawks	4/19/2003	55		LGE			
Paul, Lee	Charlotte Eagles	Charlotte Eagles	Atlanta Silverbacks	5/16/2003	87		LGE	Johnson, Benjamin		
Klinger, Martin	Atlanta Silverbacks	Charlotte Eagles	Atlanta Silverbacks	5/16/2003	32		LGE	Parra, Juan Carlos		
Parra, Juan Carlos	Atlanta Silverbacks	Atlanta Silverbacks	Charlotte Eagles	5/17/2003	68		LGE	Ozimek, Erik		
Coggins, Jacob	Charlotte Eagles	Atlanta Silverbacks	Charlotte Eagles	5/17/2003	75		LGE	Paul, Lee		
Dusosky, Todd	Milwaukee Wave United	Milwaukee Wave United	Charlotte Eagles	5/23/2003	45		LGE	Aldrich, Jeremy		
Howes, Gregory	Milwaukee Wave United	Milwaukee Wave United	Charlotte Eagles	5/23/2003	60		LGE			
Parra, Juan Carlos	Atlanta Silverbacks	Atlanta Silverbacks	Charlotte Eagles	6/28/2003	2		LGE			
Woods, Alan	Atlanta Silverbacks	Atlanta Silverbacks	Charlotte Eagles	6/28/2003	3		LGE	Parra, Juan Carlos		
Acres, Jason	Charlotte Eagles	Charlotte Eagles	Indiana Blast	7/11/2003	1		LGE			
Guastaferro, Andrew	Charlotte Eagles	Minnesota Thunder	Charlotte Eagles	7/19/2003	1		LGE	Pinch, Mark		
Chronopoulos, Teddy	Charleston Battery	Charlotte Eagles	Charleston Battery	6/14/2003	9		LGE	Trout, Ryan		
Moore, Barry	Charleston Battery	Charlotte Eagles	Charleston Battery	6/14/2003	10		LGE			
Klein, Steve	Charleston Battery	Charleston Battery	Atlanta Silverbacks	6/20/2003	12		LGE	Chronopoulos, Teddy		
Trout, Ryan	Charleston Battery	Charleston Battery	Atlanta Silverbacks	6/20/2003	44		LGE	Watson, Mark		
Henderson, Josh	Charleston Battery	Charleston Battery	Atlanta Silverbacks	6/20/2003	34		LGE			
Jackson, Kevin	Charleston Battery	Atlanta Silverbacks	Charleston Battery	6/21/2003	11		LGE			
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Charleston Battery	7/5/2003	1		LGE	Vargas-Aguilera, Roland (Pato)		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Charleston Battery	7/5/2003	1		LGE			
Conway, Paul	Charleston Battery	Charleston Battery	Richmond Kickers	7/8/2003	1		LGE	Chronopoulos, Teddy		
Henderson, Josh	Charleston Battery	Charleston Battery	Richmond Kickers	7/8/2003	1		LGE	Trout, Ryan		
Jeffrey, Kevin	Richmond Kickers	Charleston Battery	Richmond Kickers	7/8/2003	1		LGE	Williams, Tony		
Cozier, Mangea (Mac)	Atlanta Silverbacks	Atlanta Silverbacks	Charleston Battery	8/8/2003	1		LGE	Odera, Joard		
Broder, Jordy	Atlanta Silverbacks	Atlanta Silverbacks	Charleston Battery	8/8/2003	1		LGE			
Henderson, Josh	Charleston Battery	Atlanta Silverbacks	Charleston Battery	8/8/2003	1		LGE			
Bagley, Christopher	Charleston Battery	Atlanta Silverbacks	Charleston Battery	8/8/2003	1		LGE			
Chronopoulos, Teddy	Charleston Battery	Charleston Battery	Virginia Beach Mariners	8/12/2003	1		LGE	Trout, Ryan		
Henderson, Josh	Charleston Battery	Charleston Battery	Virginia Beach Mariners	8/12/2003	1		LGE	Conway, Paul		
Lassiter, Roy	Virginia Beach Mariners	Charleston Battery	Virginia Beach Mariners	8/12/2003	1		LGE			
Garcia-Dominguez, Carlos	Virginia Beach Mariners	Charleston Battery	Virginia Beach Mariners	8/12/2003	1		LGE			
Henderson, Josh	Charleston Battery	Charleston Battery	Richmond Kickers	8/16/2003	1		LGE	Conway, Paul		
Jeffrey, Kevin	Richmond Kickers	Charleston Battery	Richmond Kickers	8/16/2003	1		LGE	Russell, Jason		
Simmonds, Gregory	Richmond Kickers	Charleston Battery	Richmond Kickers	8/16/2003	1		LGE			
Cole, Jason	Cincinnati Riverhawks	Cincinnati Riverhawks	Charleston Battery	8/22/2003	1		LGE	Wallace, Logan		
Chronopoulos, Teddy	Charleston Battery	Cincinnati Riverhawks	Charleston Battery	8/22/2003	1		LGE	Henderson, Josh		
Watson, Mark	Charleston Battery	Cincinnati Riverhawks	Charleston Battery	8/22/2003	1		LGE			
Goos, Chris	Charleston Battery	Cincinnati Riverhawks	Charleston Battery	8/22/2003	1		LGE			
Prosser, James	Indiana Blast	Indiana Blast	Charleston Battery	8/24/2003	1		LGE			
Hoy, Bryan	Charleston Battery	Indiana Blast	Charleston Battery	8/24/2003	1		LGE			
Donnelly, Seamus	Charleston Battery	Indiana Blast	Charleston Battery	8/24/2003	1		LGE			
Goos, Chris	Charleston Battery	Charleston Battery	Minnesota Thunder	8/30/2003	1		LGE	Henderson, Josh		
Henderson, Josh	Charleston Battery	Charleston Battery	Minnesota Thunder	8/30/2003	1		LGE	Watson, Mark		
Hoy, Bryan	Charleston Battery	Charleston Battery	Minnesota Thunder	8/30/2003	1		LGE	Trout, Ryan		
Goos, Chris	Charleston Battery	Charleston Battery	Virginia Beach Mariners	9/7/2003	1		PLO	Conway, Paul		
Henderson, Josh	Charleston Battery	Charleston Battery	Virginia Beach Mariners	9/7/2003	1		PLO	Goos, Chris		
Henderson, Josh	Charleston Battery	Charleston Battery	Virginia Beach Mariners	9/7/2003	1		PLO	Conway, Paul		
Amani-Dove, Hamisi	Virginia Beach Mariners	Charleston Battery	Virginia Beach Mariners	9/7/2003	35		PLO	Vargas-Aguilera, Roland (Pato)		
Eller, Allen	Cincinnati Riverhawks	Cincinnati Riverhawks	Indiana Blast	5/2/2003	42		LGE	Piette, Jeremie		
Carmichael, Byron	Cincinnati Riverhawks	Cincinnati Riverhawks	Indiana Blast	5/2/2003	13		LGE	Eller, Allen		
Carmichael, Byron	Cincinnati Riverhawks	Cincinnati Riverhawks	Indiana Blast	5/2/2003	69		LGE			
Mesanovic, Semir	Indiana Blast	Indiana Blast	El Paso Patriots	5/9/2003	80		LGE	Tenoff, Godfrey		
Mucino, Michael	Indiana Blast	Indiana Blast	El Paso Patriots	5/9/2003	60		LGE	Mesanovic, Semir		
Griego, Michael	El Paso Patriots	Indiana Blast	El Paso Patriots	5/9/2003	50		LGE	Lomeli, Jose		
Pierce, Tim	El Paso Patriots	Indiana Blast	El Paso Patriots	5/9/2003	60		LGE			
Matis, Teoder (Marcel)	Cincinnati Riverhawks	Cincinnati Riverhawks	El Paso Patriots	5/10/2003	12		LGE	Eller, Allen		
Child, Edward (Eddie)	Cincinnati Riverhawks	Cincinnati Riverhawks	El Paso Patriots	5/10/2003	24		LGE	Carmichael, Byron		
Heald, Oliver	Vancouver Whitecaps	Vancouver Whitecaps	El Paso Patriots	5/16/2003	33		LGE			
Zuniga, Nicolas	Calgary Storm	Calgary Storm	El Paso Patriots	5/17/2003	57	Penalty	LGE			
Fraser, Sean	Calgary Storm	Calgary Storm	El Paso Patriots	5/17/2003	53		LGE	Zuniga, Nicolas		
Griego, Michael	El Paso Patriots	Calgary Storm	El Paso Patriots	5/17/2003	78		LGE	Abarca, Jose		
Andrade de Souza, Lourenzo	El Paso Patriots	El Paso Patriots	Indiana Blast	5/23/2003	40		LGE			
Millan-Guerra, Omar	El Paso Patriots	El Paso Patriots	Indiana Blast	5/25/2003	30		LGE	Andrade de Souza, Lourenzo		
Andrade de Souza, Lourenzo	El Paso Patriots	El Paso Patriots	Indiana Blast	5/25/2003	10		LGE			
Pierce, Tim	El Paso Patriots	El Paso Patriots	Indiana Blast	5/25/2003	20		LGE			
Dresser, Jeff	Indiana Blast	El Paso Patriots	Indiana Blast	5/25/2003	20		LGE			
Martinez, Carlos	El Paso Patriots	Indiana Blast	El Paso Patriots	5/31/2003	21		LGE			
Morehead, Marshall	Minnesota Thunder	Milwaukee Wave United	Minnesota Thunder	5/16/2003	90		LGE	Gramenz, Don		
Morehead, Marshall	Minnesota Thunder	Milwaukee Wave United	Minnesota Thunder	5/16/2003	80		LGE	Gramenz, Don		
Gramenz, Don	Minnesota Thunder	Minnesota Thunder	Milwaukee Wave United	5/24/2003	50		LGE	Menyongar, John		
Delevski, Dino	Milwaukee Wave United	Minnesota Thunder	Milwaukee Wave United	5/24/2003	15		LGE	Howes, Gregory		
Dusosky, Todd	Milwaukee Wave United	Minnesota Thunder	Milwaukee Wave United	5/24/2003	30		LGE	Delevski, Dino		
Morehead, Marshall	Minnesota Thunder	El Paso Patriots	Minnesota Thunder	4/25/2003	33		LGE	Schulte, Mark		
Griego, Michael	El Paso Patriots	El Paso Patriots	Minnesota Thunder	4/27/2003	89		LGE	Juarez, Frederico (Freddy)		
Pierce, Tim	El Paso Patriots	El Paso Patriots	Minnesota Thunder	4/27/2003	77		LGE	Carrasco, Javier		
Menyongar, John	Minnesota Thunder	El Paso Patriots	Minnesota Thunder	4/27/2003	88		LGE			
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Cincinnati Riverhawks	4/18/2003	24		LGE	Vargas-Aguilera, Roland (Pato)		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Cincinnati Riverhawks	4/18/2003	80		LGE	Vargas-Aguilera, Roland (Pato)		
Vargas-Aguilera, Roland (Pato)	Virginia Beach Mariners	Virginia Beach Mariners	Cincinnati Riverhawks	4/18/2003	25		LGE			
Sastoque, Juan	Cincinnati Riverhawks	Virginia Beach Mariners	Cincinnati Riverhawks	4/18/2003	87		LGE	Matis, Teoder (Marcel)		
Piraine, Salvatore	Cincinnati Riverhawks	Virginia Beach Mariners	Cincinnati Riverhawks	4/18/2003	80		LGE			
Fenger-Larsen, Jakob	Virginia Beach Mariners	Virginia Beach Mariners	Indiana Blast	4/26/2003	35		LGE	Lassiter, Roy		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Indiana Blast	4/26/2003	45		LGE			
Hylton, Andrew	Charlotte Eagles	Charlotte Eagles	Virginia Beach Mariners	5/31/2003	63		LGE	Swinehart, Dustin		
Swinehart, Dustin	Charlotte Eagles	Charlotte Eagles	Virginia Beach Mariners	5/31/2003	45		LGE	Johnson, Benjamin		
Paul, Lee	Charlotte Eagles	Charlotte Eagles	Virginia Beach Mariners	5/31/2003	31		LGE	Coggins, Jacob		
Amani-Dove, Hamisi	Virginia Beach Mariners	Charlotte Eagles	Virginia Beach Mariners	5/31/2003	89		LGE	Lassiter, Roy		
Washington, Dante	Virginia Beach Mariners	Charlotte Eagles	Virginia Beach Mariners	5/31/2003	88		LGE			
Dailly, Paul	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	53		LGE	Kindel, Steve		
Heald, Oliver	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	1		LGE	Kindel, Steve		
Kindel, Steve	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	12		LGE	Valente, Alfredo		
King, Tiarnan	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	13		LGE	Valente, Alfredo		
Jordan, Jason	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	52		LGE	Valente, Alfredo		
Veer, Andrew	Vancouver Whitecaps	Vancouver Whitecaps	Calgary Storm	5/3/2003	51		LGE			
Jordan, Jason	Vancouver Whitecaps	Vancouver Whitecaps	Portland Timbers	5/11/2003	15		LGE			
Morris, David	Vancouver Whitecaps	Vancouver Whitecaps	Portland Timbers	5/11/2003	5		LGE	Jordan, Jason		
Afash, Fadi	Portland Timbers	Vancouver Whitecaps	Portland Timbers	5/11/2003	22		LGE	Brasil, Manuel		
Alvarez-Noriega, Byron	Portland Timbers	Portland Timbers	Vancouver Whitecaps	5/29/2003	90		LGE	Afash, Fadi		
Mattacchione, Joe	Toronto Lynx	Virginia Beach Mariners	Toronto Lynx	5/26/2003	2		LGE	Ashton, Brian		
Hylton, Andrew	Charlotte Eagles	Charlotte Eagles	Toronto Lynx	5/29/2003	12		LGE	Guastaferro, Andrew		
Ashton, Brian	Toronto Lynx	Charlotte Eagles	Toronto Lynx	5/29/2003	1		LGE	Mattacchione, Joe		
Iotov, Velko	Atlanta Silverbacks	Atlanta Silverbacks	Toronto Lynx	5/31/2003	16		LGE	Cozier, Mangea (Mac)		
Iotov, Velko	Atlanta Silverbacks	Atlanta Silverbacks	Toronto Lynx	5/31/2003	77		LGE	Ozimek, Erik		
Parra, Juan Carlos	Atlanta Silverbacks	Atlanta Silverbacks	Toronto Lynx	5/31/2003	67		LGE	Nusum, John Barry		
Nusum, John Barry	Atlanta Silverbacks	Atlanta Silverbacks	Toronto Lynx	5/31/2003	47		LGE			
DiPlacido, David	Toronto Lynx	Atlanta Silverbacks	Toronto Lynx	5/31/2003	67		LGE	Ngon-Gerba, Ali		
Mayard, Josue	Toronto Lynx	Atlanta Silverbacks	Toronto Lynx	5/31/2003	44		LGE	Lucas, Ryan		
Swinehart, Dustin	Charlotte Eagles	Charlotte Eagles	Syracuse Salty Dogs	5/2/2003	79		LGE	O'Brien, Kevin		
Valencia-Jimenez, Gabriel	Syracuse Salty Dogs	Charlotte Eagles	Syracuse Salty Dogs	5/2/2003	76		LGE	Neto-Calheira, Adauto		
Valencia-Jimenez, Gabriel	Syracuse Salty Dogs	Charlotte Eagles	Syracuse Salty Dogs	5/2/2003	49		LGE			
Millwood, Machel	Syracuse Salty Dogs	Charlotte Eagles	Syracuse Salty Dogs	5/2/2003	54		LGE			
Lyssand, Lars	Syracuse Salty Dogs	Toronto Lynx	Syracuse Salty Dogs	5/14/2003	12		LGE			
Valencia-Jimenez, Gabriel	Syracuse Salty Dogs	Syracuse Salty Dogs	Toronto Lynx	5/17/2003	75		LGE	Millwood, Machel		
Valencia-Jimenez, Gabriel	Syracuse Salty Dogs	Syracuse Salty Dogs	Toronto Lynx	5/17/2003	65		LGE	Tanner, Thomas		
Valencia-Jimenez, Gabriel	Syracuse Salty Dogs	Syracuse Salty Dogs	Toronto Lynx	5/17/2003	15		LGE	Neto-Calheira, Adauto		
Llamas, Hugo	Minnesota Thunder	Minnesota Thunder	Syracuse Salty Dogs	5/31/2003	6		LGE	Ferruzzi, Marco		
Eyre, Adam	Minnesota Thunder	Minnesota Thunder	Syracuse Salty Dogs	5/31/2003	4		LGE	Ferruzzi, Marco		
Morehead, Marshall	Minnesota Thunder	Minnesota Thunder	Syracuse Salty Dogs	5/31/2003	2		LGE	Kilickan, Zafer		
McNab, Neil	Syracuse Salty Dogs	Minnesota Thunder	Syracuse Salty Dogs	5/31/2003	47		LGE	Lyssand, Lars		
Woan, Ian	Syracuse Salty Dogs	Minnesota Thunder	Syracuse Salty Dogs	5/31/2003	10		LGE			
Smith, Kyle	Seattle Sounders	Portland Timbers	Seattle Sounders	5/1/2003	25		LGE	Bengard, Alex		
Callahan, Sean-Michael	Seattle Sounders	Seattle Sounders	Portland Timbers	5/2/2003	89		LGE	Smith, Kyle		
Smith, Kyle	Seattle Sounders	Seattle Sounders	Portland Timbers	5/2/2003	57		LGE			
Smith, Kyle	Seattle Sounders	Seattle Sounders	Calgary Storm	5/4/2003	23		LGE	O'Brien, Leighton		
Gillespie, Jordan	Calgary Storm	Seattle Sounders	Calgary Storm	5/4/2003	2		LGE	Fraser, Sean		
Peszneker, Charles	Calgary Storm	Seattle Sounders	Calgary Storm	5/4/2003	1		LGE			
Velez, Marco	Seattle Sounders	Seattle Sounders	Portland Timbers	5/18/2003	54		LGE	Edwards, Ryan		
Gregor, Andrew	Seattle Sounders	Calgary Storm	Seattle Sounders	5/22/2003	77		LGE			
Kindel, Steve	Vancouver Whitecaps	Vancouver Whitecaps	Seattle Sounders	5/23/2003	45		LGE	Jordan, Jason		
Kindel, Steve	Vancouver Whitecaps	Vancouver Whitecaps	Seattle Sounders	5/23/2003	25		LGE			
Callahan, Sean-Michael	Seattle Sounders	Vancouver Whitecaps	Seattle Sounders	5/23/2003	33		LGE	Gregor, Andrew		
Tomlinson, Craig	Seattle Sounders	Vancouver Whitecaps	Seattle Sounders	5/23/2003	66		LGE	Smith, Kyle		
Menyongar, John	Minnesota Thunder	Minnesota Thunder	Cincinnati Riverhawks	5/4/2003	88		LGE	Torres, Johnny		
Matis, Teoder (Marcel)	Cincinnati Riverhawks	Cincinnati Riverhawks	Minnesota Thunder	5/18/2003	60		LGE	Carmichael, Byron		
Menyongar, John	Minnesota Thunder	Cincinnati Riverhawks	Minnesota Thunder	5/18/2003	60		LGE	Torres, Johnny		
Torres, Johnny	Minnesota Thunder	Cincinnati Riverhawks	Minnesota Thunder	5/18/2003	70		LGE	Gramenz, Don		
Ferruzzi, Marco	Minnesota Thunder	Portland Timbers	Minnesota Thunder	5/27/2003	40		LGE	Llamas, Hugo		
Torres, Johnny	Minnesota Thunder	Portland Timbers	Minnesota Thunder	5/27/2003	30		LGE	Morehead, Marshall		
Menyongar, John	Minnesota Thunder	Portland Timbers	Minnesota Thunder	5/27/2003	20		LGE			
Conway, Paul	Charleston Battery	Charleston Battery	Montreal Impact	4/26/2003	25		LGE			
Evans, Justin	Pittsburgh Riverhounds	Charlotte Eagles	Pittsburgh Riverhounds	4/25/2003	65		LGE	Martins, Thiago		
Martins, Thiago	Pittsburgh Riverhounds	Charlotte Eagles	Pittsburgh Riverhounds	4/25/2003	4		LGE	Potteiger, Derek		
Martins, Thiago	Pittsburgh Riverhounds	Charlotte Eagles	Pittsburgh Riverhounds	4/25/2003	1		LGE	DePalma, Gary		
Woolfolk, Corey	Pittsburgh Riverhounds	Charlotte Eagles	Pittsburgh Riverhounds	4/25/2003	2		LGE			
Villar, Ricardo	Pittsburgh Riverhounds	Charlotte Eagles	Pittsburgh Riverhounds	4/25/2003	3		LGE	Dolinsky, Paul		
Asad, Shaker	Atlanta Silverbacks	Atlanta Silverbacks	Pittsburgh Riverhounds	4/26/2003	55		LGE	Odera, Joard		
Nusum, John Barry	Atlanta Silverbacks	Atlanta Silverbacks	Pittsburgh Riverhounds	4/26/2003	35		LGE	Mitchell, Byron		
Martins, Thiago	Pittsburgh Riverhounds	Atlanta Silverbacks	Pittsburgh Riverhounds	4/26/2003	36		LGE			
Woolfolk, Corey	Pittsburgh Riverhounds	Atlanta Silverbacks	Pittsburgh Riverhounds	4/26/2003	50		LGE	Martins, Thiago		
Russell, Jason	Richmond Kickers	Richmond Kickers	Indiana Blast	4/25/2003	1		LGE	Burke, Michael		
Jeffrey, Kevin	Richmond Kickers	Richmond Kickers	Indiana Blast	4/25/2003	47		LGE	Russell, Jason		
Testo, David	Richmond Kickers	Richmond Kickers	Indiana Blast	4/25/2003	46		LGE	Lekics, Paul		
Gomes-Santana, Jose(ZeRoberto)	Montreal Impact	Toronto Lynx	Montreal Impact	5/10/2003	6		LGE	Nash, Martin		
Gomes-Santana, Jose(ZeRoberto)	Montreal Impact	Toronto Lynx	Montreal Impact	5/10/2003	2		LGE	Nash, Martin		
Goodlett, Raymond (Ray)	Richmond Kickers	Richmond Kickers	Montreal Impact	5/23/2003	43		LGE	Jeffrey, Kevin		
Pizzolitto, Nevio	Montreal Impact	Richmond Kickers	Montreal Impact	5/23/2003	13		LGE	Sebrango-Rodriguez, Eduardo		
Biello, Mauro	Montreal Impact	Richmond Kickers	Montreal Impact	5/23/2003	18		LGE			
Lassiter, Roy	Virginia Beach Mariners	Virginia Beach Mariners	Montreal Impact	5/24/2003	87		LGE			
Gomes-Santana, Jose(ZeRoberto)	Montreal Impact	Virginia Beach Mariners	Montreal Impact	5/24/2003	40		LGE	Nash, Martin		
Francois, Abraham	Montreal Impact	Vancouver Whitecaps	Montreal Impact	5/30/2003	55		LGE			
Barclay, Sebastian	Toronto Lynx	Pittsburgh Riverhounds	Toronto Lynx	5/3/2003	17		LGE	Ngon-Gerba, Ali		
Thomas, Elvis	Toronto Lynx	Pittsburgh Riverhounds	Toronto Lynx	5/3/2003	20		LGE			
Villar, Ricardo	Pittsburgh Riverhounds	Richmond Kickers	Pittsburgh Riverhounds	5/10/2003	90		LGE			
Wright, David	Pittsburgh Riverhounds	Richmond Kickers	Pittsburgh Riverhounds	5/10/2003	88		LGE			
Martins, Thiago	Pittsburgh Riverhounds	Richmond Kickers	Pittsburgh Riverhounds	5/10/2003	56		LGE			
Martins, Thiago	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Richmond Kickers	5/26/2003	33		LGE	Evans, Justin		
Woolfolk, Corey	Pittsburgh Riverhounds	Pittsburgh Riverhounds	Richmond Kickers	5/26/2003	65		LGE			
Afash, Fadi	Portland Timbers	Calgary Storm	Portland Timbers	5/12/2003	43		LGE	Tennyson, McKinley		
Melendez, Jason (Troy)	Portland Timbers	Portland Timbers	Calgary Storm	5/14/2003	87		LGE	Afash, Fadi		
Afash, Fadi	Portland Timbers	Portland Timbers	Calgary Storm	5/14/2003	88		LGE	Tennyson, McKinley		
Tennyson, McKinley	Portland Timbers	Portland Timbers	Calgary Storm	5/14/2003	44		LGE			
Tennyson, McKinley	Portland Timbers	Portland Timbers	Calgary Storm	5/14/2003	66		LGE			
Korthuis, Mark	Calgary Storm	Portland Timbers	Calgary Storm	5/14/2003	3		LGE			
Chala, Conrad	Calgary Storm	Calgary Storm	Portland Timbers	5/25/2003	30		LGE	Dawes, Ian		
Korthuis, Mark	Calgary Storm	Calgary Storm	Portland Timbers	5/25/2003	45		LGE	Fraser, Sean		
Tennyson, McKinley	Portland Timbers	Calgary Storm	Portland Timbers	5/25/2003	2		LGE	Brasil, Manuel		
Knight, Kevin	Richmond Kickers	Atlanta Silverbacks	Richmond Kickers	5/4/2003	89		LGE	Burke, Michael		
Testo, David	Richmond Kickers	Richmond Kickers	Cincinnati Riverhawks	5/30/2003	87		LGE	Russell, Jason		
Testo, David	Richmond Kickers	Richmond Kickers	Cincinnati Riverhawks	5/30/2003	42		LGE	Lekics, Paul		
Burke, Michael	Richmond Kickers	Richmond Kickers	Cincinnati Riverhawks	5/30/2003	41		LGE	Simmonds, Gregory		
Simmonds, Gregory	Richmond Kickers	Richmond Kickers	Cincinnati Riverhawks	5/30/2003	76		LGE	Burke, Michael		
Dore, Christopher	Cincinnati Riverhawks	Richmond Kickers	Cincinnati Riverhawks	5/30/2003	72		LGE			
Miller, Doug	Rochester Rhinos	Rochester Rhinos	Atlanta Silverbacks	5/2/2003	70		LGE	Suarez, Cuauhtemoc (Temoc)		
Miller, Doug	Rochester Rhinos	Rochester Rhinos	Atlanta Silverbacks	5/2/2003	30		LGE	Hayes, David		
Asad, Shaker	Atlanta Silverbacks	Rochester Rhinos	Atlanta Silverbacks	5/2/2003	60		LGE	Ozimek, Erik		
Nusum, John Barry	Atlanta Silverbacks	Rochester Rhinos	Atlanta Silverbacks	5/2/2003	65		LGE	Ozimek, Erik		
Amani-Dove, Hamisi	Virginia Beach Mariners	Virginia Beach Mariners	Rochester Rhinos	5/9/2003	80		LGE	Vargas-Aguilera, Roland (Pato)		
Washington, Dante	Virginia Beach Mariners	Virginia Beach Mariners	Rochester Rhinos	5/9/2003	81		LGE	Lassiter, Roy		
